isbn,title,authors,publisher,publishedDate,categories,source,description,cover,savedAt
9786020383590,Hujan,-,PT. Gramedia Pustaka Utama,2018,"digital pdf, non terjemahan, Kota Jakarta Pusat",perpusnas,Sumber: Perpusnas RI,-,2026-07-02T15:24:01
